#,STATE,STATE ABBREVIATION,DISTRICT,FEC ID,INCUMBENT INDICATOR,FIRST NAME,LAST NAME,LAST NAME; FIRST,TOTAL VOTES,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL,GENERAL %,GE RUNOFF,GE RUNOFF %,COMBINED GE PARTY TOTALS (NY; SC),COMBINED % (NY; SC),Notes (See Endnotes Tab)
2740,Pennsylvania,PA,1,,,,,,District Votes:,,29990,,,,137999,,,,,,
2741,Pennsylvania,PA,2,H2PA02055,(I),Chaka,Fattah,Fattah; Chaka,,DEM,41566,1,,,165867,0.885648991,,,,,
2742,Pennsylvania,PA,2,,,,,,Party Votes:,DEM,41566,,,,,,,,,,
2743,Pennsylvania,PA,2,H6PA02130,,Michael,Gessner,Gessner; Michael,,REP,3159,1,,,17291,0.092325518,,,,,
2744,Pennsylvania,PA,2,,,,,,Party Votes:,REP,3159,,,,,,,,,,
2745,Pennsylvania,PA,2,H6PA02148,,David G.,Baker,Baker; David G.,,GRE,,,,,4125,0.022025491,,,,,
2746,Pennsylvania,PA,2,,,,,,District Votes:,,44725,,,,187283,,,,,,
2747,Pennsylvania,PA,3,H4PA21051,(I),Phil ,English,English; Phil ,,REP,36189,0.995981836,,,108525,0.535878292,,,,,
2748,Pennsylvania,PA,3,,,,Scattered,Scattered,,W(REP),146,0.004018164,,,,,,,,,
2749,Pennsylvania,PA,3,,,,,,Party Votes:,REP,36335,,,,,,,,,,
2750,Pennsylvania,PA,3,H4PA03075,,Steven,Porter,Porter; Steven,,DEM,35001,0.992513824,,,85110,0.42025894,,,,,
2751,Pennsylvania,PA,3,,,,Scattered,Scattered,,W(DEM),264,0.007486176,,,,,,,,,
2752,Pennsylvania,PA,3,,,,,,Party Votes:,DEM,35265,,,,,,,,,,
2753,Pennsylvania,PA,3,H6PA03146,,Timothy J.,Hagberg,Hagberg; Timothy J.,,CST,,,,,8706,0.042988771,,,,,
2754,Pennsylvania,PA,3,,,,Scattered,Scattered,,W,,,,,177,0.000873996,,,,,
2755,Pennsylvania,PA,3,,,,,,District Votes:,,71600,,,,202518,,,,,,
2756,Pennsylvania,PA,4,H6PA04110,,Jason,Altmire,Altmire; Jason,,DEM,32322,0.547218366,,,131847,0.518911069,,,,,
2757,Pennsylvania,PA,4,H6PA04102,,Georgia,Berner,Berner; Georgia,,DEM,26596,0.450275962,,,,,,,,,
2758,Pennsylvania,PA,4,,,,Scattered,Scattered,,W(DEM),148,0.002505672,,,,,,,,,
2759,Pennsylvania,PA,4,,,,,,Party Votes:,DEM,59066,,,,,,,,,,
2760,Pennsylvania,PA,4,H0PA04154,(I),Melissa A.,Hart,Hart; Melissa A.,,REP,34559,0.991337024,,,122049,0.480349018,,,,,
2761,Pennsylvania,PA,4,,,,Scattered,Scattered,,W(REP),302,0.008662976,,,,,,,,,
2762,Pennsylvania,PA,4,,,,,,Party Votes:,REP,34861,,,,,,,,,,
2763,Pennsylvania,PA,4,,,,Scattered,Scattered,,W,,,,,188,0.000739913,,,,,
2764,Pennsylvania,PA,4,,,,,,District Votes:,,93927,,,,254084,,,,,,
2765,Pennsylvania,PA,5,H6PA05091,(I),John E.,Peterson,Peterson; John E.,,REP,44827,0.996687122,,,115126,0.600468374,,,,,
2766,Pennsylvania,PA,5,,,,Scattered,Scattered,,W(REP),149,0.003312878,,,,,,,,,
2767,Pennsylvania,PA,5,,,,,,Party Votes:,REP,44976,,,,,,,,,,
2768,Pennsylvania,PA,5,H6PA05125,,Donald L.,Hilliard,Hilliard; Donald L.,,DEM,28715,0.992122448,,,76456,0.398775342,,,,,
2769,Pennsylvania,PA,5,,,,Scattered,Scattered,,W(DEM),228,0.007877552,,,,,,,,,
2770,Pennsylvania,PA,5,,,,,,Party Votes:,DEM,28943,,,,,,,,,,
2771,Pennsylvania,PA,5,,,,Scattered,Scattered,,W,,,,,145,0.000756284,,,,,
2772,Pennsylvania,PA,5,,,,,,District Votes:,,73919,,,,191727,,,,,,
2773,Pennsylvania,PA,6,H2PA06114,(I),Jim,Gerlach,Gerlach; Jim,,REP,30088,1,,,121047,0.506602103,,,,,
2774,Pennsylvania,PA,6,,,,,,Party Votes:,REP,30088,,,,,,,,,,
2775,Pennsylvania,PA,6,H4PA06045,,Lois,Murphy,Murphy; Lois,,DEM,22242,0.761634079,,,117892,0.493397897,,,,,
2776,Pennsylvania,PA,6,H6PA06107,,Mike,Leibowitz,Leibowitz; Mike,,DEM,6961,0.238365921,,,,,,,,,
2777,Pennsylvania,PA,6,,,,,,Party Votes:,DEM,29203,,,,,,,,,,
2778,Pennsylvania,PA,6,,,,,,District Votes:,,59291,,,,238939,,,,,,
2779,Pennsylvania,PA,7,H6PA07105,,Joe,Sestak,Sestak; Joe,,DEM,17616,1,,,147898,0.563562648,,,,,
2780,Pennsylvania,PA,7,,,,,,Party Votes:,DEM,17616,,,,,,,,,,
2781,Pennsylvania,PA,7,H4PA07027,(I),Curt,Weldon,Weldon; Curt,,REP,35604,1,,,114426,0.436018199,,,,,
2782,Pennsylvania,PA,7,,,,,,Party Votes:,REP,35604,,,,,,,,,,
2783,Pennsylvania,PA,7,,,,Scattered,Scattered,,W,,,,,110,0.000419153,,,,,
2784,Pennsylvania,PA,7,,,,,,District Votes:,,53220,,,,262434,,,,,,
2785,Pennsylvania,PA,8,H6PA08194,,Patrick J.,Murphy,Murphy; Patrick J.,,DEM,17889,0.645602512,,,125656,0.50299219,,,,,
2786,Pennsylvania,PA,8,H6PA08210,,Andrew L.,Warren,Warren; Andrew L.,,DEM,9812,0.354108773,,,,,,,,,
2787,Pennsylvania,PA,8,,,,Scattered,Scattered,,W(DEM),8,0.000288715,,,,,,,,,
2788,Pennsylvania,PA,8,,,,,,Party Votes:,DEM,27709,,,,,,,,,,
2789,Pennsylvania,PA,8,H4PA08074,(I),Michael G.,Fitzpatrick,Fitzpatrick; Michael G.,,REP,22862,0.998994975,,,124138,0.496915742,,,,,
2790,Pennsylvania,PA,8,,,,Scattered,Scattered,,W(REP),23,0.001005025,,,,,,,,,
2791,Pennsylvania,PA,8,,,,,,Party Votes:,REP,22885,,,,,,,,,,
2792,Pennsylvania,PA,8,,,,Scattered,Scattered,,W,,,,,23,9.21E-05,,,,,
2793,Pennsylvania,PA,8,,,,,,District Votes:,,50594,,,,249817,,,,,,
2794,Pennsylvania,PA,9,H2PA09035,(I),Bill ,Shuster,Shuster; Bill ,,REP,54954,0.99333008,,,121069,0.60287322,,,,,
2795,Pennsylvania,PA,9,,,,Scattered,Scattered,,W(REP),369,0.00666992,,,,,,,,,
2796,Pennsylvania,PA,9,,,,,,Party Votes:,REP,55323,,,,,,,,,,
2797,Pennsylvania,PA,9,H6PA09093,,Tony,Barr,Barr; Tony,,W(DEM)/DEM,1935,0.786585366,,,79610,0.396424659,,,,,
2798,Pennsylvania,PA,9,,,,Scattered,Scattered,,W(DEM),525,0.213414634,,,,,,,,,
2799,Pennsylvania,PA,9,,,,,,Party Votes:,DEM,2460,,,,,,,,,,
2800,Pennsylvania,PA,9,,,,Scattered,Scattered,,W,,,,,141,0.000702121,,,,,
2801,Pennsylvania,PA,9,,,,,,District Votes:,,57783,,,,200820,,,,,,
2802,Pennsylvania,PA,10,H6PA10109,,Christopher ,Carney,Carney; Christopher ,,DEM,26300,0.99204104,,,110115,0.528959087,,,,,
2803,Pennsylvania,PA,10,,,,Scattered,Scattered,,W(DEM),211,0.00795896,,,,,,,,,
2804,Pennsylvania,PA,10,,,,,,Party Votes:,DEM,26511,,,,,,,,,,
2805,Pennsylvania,PA,10,H8PA10055,(I),Don ,Sherwood,Sherwood; Don ,,REP,31434,0.561772853,,,97862,0.470099388,,,,,
2806,Pennsylvania,PA,10,H6PA10117,,Kathy ,Scott,Scott; Kathy ,,REP,24396,0.435993209,,,,,,,,,
2807,Pennsylvania,PA,10,,,,Scattered,Scattered,,W(REP),125,0.002233938,,,,,,,,,
2808,Pennsylvania,PA,10,,,,,,Party Votes:,REP,55955,,,,,,,,,,
2809,Pennsylvania,PA,10,,,,Scattered,Scattered,,W,,,,,196,0.000941525,,,,,
2810,Pennsylvania,PA,10,,,,,,District Votes:,,82466,,,,208173,,,,,,
2811,Pennsylvania,PA,11,H0PA11050,(I),Paul E.,Kanjorski,Kanjorski; Paul E.,,DEM,50117,0.999541284,,,134340,0.724544665,,,,,
2812,Pennsylvania,PA,11,,,,Scattered,Scattered,,W(DEM),23,0.000458716,,,,,,,,,
2813,Pennsylvania,PA,11,,,,,,Party Votes:,DEM,50140,,,,,,,,,,
2814,Pennsylvania,PA,11,H6PA11065,,Joseph F.,Leonardi,Leonardi; Joseph F.,,REP,18910,0.998521491,,,51033,0.2752396,,,,,
2815,Pennsylvania,PA,11,,,,Scattered,Scattered,,W(REP),28,0.001478509,,,,,,,,,
2816,Pennsylvania,PA,11,,,,,,Party Votes:,REP,18938,,,,,,,,,,
2817,Pennsylvania,PA,11,,,,Scattered,Scattered,,W,,,,,40,0.000215735,,,,,
2818,Pennsylvania,PA,11,,,,,,District Votes:,,69078,,,,185413,,,,,,
2819,Pennsylvania,PA,12,H6PA12030,(I),John P.,Murtha,Murtha; John P.,,DEM,60376,0.994858951,,,123472,0.607748458,,,,,
2820,Pennsylvania,PA,12,,,,Scattered,Scattered,,W(DEM),312,0.005141049,,,,,,,,,
2821,Pennsylvania,PA,12,,,,,,Party Votes:,DEM,60688,,,,,,,,,,
2822,Pennsylvania,PA,12,H6PA12071,,Diana,Irey,Irey; Diana,,REP,21619,0.994708751,,,79612,0.391862692,,,,,
2823,Pennsylvania,PA,12,,,,Scattered,Scattered,,W(REP),115,0.005291249,,,,,,,,,
2824,Pennsylvania,PA,12,,,,,,Party Votes:,REP,21734,,,,,,,,,,
2825,Pennsylvania,PA,12,,,,Scattered,Scattered,,W,,,,,79,0.00038885,,,,,
2826,Pennsylvania,PA,12,,,,,,District Votes:,,82422,,,,203163,,,,,,
2827,Pennsylvania,PA,13,H4PA13124,(I),Allyson,Schwartz,Schwartz; Allyson,,DEM,22877,1,,,147368,0.661258189,,,,,
2828,Pennsylvania,PA,13,,,,,,Party Votes:,DEM,22877,,,,,,,,,,
2829,Pennsylvania,PA,13,H6PA13087,,Raj Peter,Bhakta,Bhakta; Raj Peter,,REP,17042,1,,,75492,0.338741811,,,,,
2830,Pennsylvania,PA,13,,,,,,Party Votes:,REP,17042,,,,,,,,,,
2831,Pennsylvania,PA,13,,,,,,District Votes:,,39919,,,,222860,,,,,,
2832,Pennsylvania,PA,14,H4PA18131,(I),Mike,Doyle,Doyle; Mike,,DEM,54213,0.757609212,,,161075,0.897848953,,,,,
2833,Pennsylvania,PA,14,H6PA14150,,Mike,Isaac,Isaac; Mike,,DEM,17193,0.240266637,,,,,,,,,
2834,Pennsylvania,PA,14,,,,Scattered,Scattered,,W(DEM),152,0.002124151,,,,,,,,,
2835,Pennsylvania,PA,14,,,,,,Party Votes:,DEM,71558,,,,,,,,,,
2836,Pennsylvania,PA,14,,,,Scattered,Scattered,,W(REP),571,1,,,,,,,,,
2837,Pennsylvania,PA,14,,,,,,Party Votes:,REP,571,,,,,,,,,,
2838,Pennsylvania,PA,14,H6PA14168,,Titus,North,North; Titus,,GRE,,,,,17720,0.09877314,,,,,
2839,Pennsylvania,PA,14,,,,Scattered,Scattered,,W,,,,,606,0.003377908,,,,,
2840,Pennsylvania,PA,14,,,,,,District Votes:,,72129,,,,179401,,,,,,
2841,Pennsylvania,PA,15,H4PA15087,(I),Charles W.,Dent,Dent; Charles W.,,REP,18858,1,,,106153,0.535658238,,,,,
2842,Pennsylvania,PA,15,,,,,,Party Votes:,REP,18858,,,,,,,,,,
2843,Pennsylvania,PA,15,H6PA15157,,Charles,Dertinger,Dertinger; Charles,,W(DEM)/DEM,4513,0.776496903,,,86186,0.434902837,,,,,
2844,Pennsylvania,PA,15,H4PA15087,(I),Charles W.,Dent,Dent; Charles W.,,W(DEM),1098,0.188919477,,,,,,,,,
2845,Pennsylvania,PA,15,,,,Scattered,Scattered,,W(DEM),201,0.03458362,,,,,,,,,
2846,Pennsylvania,PA,15,,,,,,Party Votes:,DEM,5812,,,,,,,,,,
2847,Pennsylvania,PA,15,H4PA15129,,Greta,Browne,Browne; Greta,,GRE,,,,,5802,0.02927745,,,,,
2848,Pennsylvania,PA,15,,,,Scattered,Scattered,,W,,,,,32,0.000161475,,,,,
2849,Pennsylvania,PA,15,,,,,,District Votes:,,24670,,,,198173,,,,,,
2850,Pennsylvania,PA,16,H6PA16197,(I),Joseph R.,Pitts,Pitts; Joseph R.,,REP,46273,1,,,115741,0.565503325,,,,,
2851,Pennsylvania,PA,16,,,,,,Party Votes:,REP,46273,,,,,,,,,,
2852,Pennsylvania,PA,16,H4PA16051,,Lois K.,Herr,Herr; Lois K.,,DEM,15442,1,,,80915,0.395345656,,,,,
2853,Pennsylvania,PA,16,,,,,,Party Votes:,DEM,15442,,,,,,,,,,
2854,Pennsylvania,PA,16,H6PA16288,,John A.,Murphy,Murphy; John A.,,IND,,,,,7958,0.038882293,,,,,
2855,Pennsylvania,PA,16,,,,Scattered,Scattered,,W,,,,,55,0.000268727,,,,,
2856,Pennsylvania,PA,16,,,,,,District Votes:,,61715,,,,204669,,,,,,
2857,Pennsylvania,PA,17,H2PA06080,(I),Tim,Holden,Holden; Tim,,DEM,28720,1,,,137253,0.645055622,,,,,
2858,Pennsylvania,PA,17,,,,,,Party Votes:,DEM,28720,,,,,,,,,,
2859,Pennsylvania,PA,17,H6PA17153,,Matthew A.,Wertz,Wertz; Matthew A.,,REP,43329,1,,,75455,0.354620095,,,,,
2860,Pennsylvania,PA,17,,,,,,Party Votes:,REP,43329,,,,,,,,,,
2861,Pennsylvania,PA,17,,,,Scattered,Scattered,,W,,,,,69,0.000324283,,,,,
2862,Pennsylvania,PA,17,,,,,,District Votes:,,72049,,,,212777,,,,,,
2863,Pennsylvania,PA,18,H2PA18143,(I),Tim,Murphy,Murphy; Tim,,REP,33195,0.991842954,,,144632,0.577973146,,,,,
2864,Pennsylvania,PA,18,,,,Scattered,Scattered,,W(REP),273,0.008157046,,,,,,,,,
2865,Pennsylvania,PA,18,,,,,,Party Votes:,REP,33468,,,,,,,,,,
2866,Pennsylvania,PA,18,H6PA18201,,Chad,Kluko,Kluko; Chad,,DEM,27851,0.525569897,,,105419,0.421271579,,,,,
2867,Pennsylvania,PA,18,H6PA18193,,Thomas ,Kovach,Kovach; Thomas ,,DEM,24779,0.467598883,,,,,,,,,
2868,Pennsylvania,PA,18,,,,Scattered,Scattered,,W(DEM),362,0.00683122,,,,,,,,,
2869,Pennsylvania,PA,18,,,,,,Party Votes:,DEM,52992,,,,,,,,,,
2870,Pennsylvania,PA,18,,,,Scattered,Scattered,,W,,,,,189,0.000755275,,,,,
2871,Pennsylvania,PA,18,,,,,,District Votes:,,86460,,,,250240,,,,,,
2872,Pennsylvania,PA,19,H6PA19126,,Philip J.; Jr.,Avillo,Avillo; Philip J.; Jr.,,DEM,21862,0.999679912,,,74625,0.33479439,,,,,
2873,Pennsylvania,PA,19,,,,Scattered,Scattered,,W(DEM),7,0.000320088,,,,,,,,,
2874,Pennsylvania,PA,19,,,,,,Party Votes:,DEM,21869,,,,,,,,,,
2875,Pennsylvania,PA,19,H0PA19053,(I),Todd,Platts,Platts; Todd,,REP,43180,0.999699025,,,142512,0.639359707,,,,,
2876,Pennsylvania,PA,19,,,,Scattered,Scattered,,W(REP),13,0.000300975,,,,,,,,,
2877,Pennsylvania,PA,19,,,,,,Party Votes:,REP,43193,,,,,,,,,,
2878,Pennsylvania,PA,19,H6PA19134,,Derf W.,Maitland,Maitland; Derf W.,,GRE,,,,,5640,0.025303053,,,,,
2879,Pennsylvania,PA,19,,,,Scattered,Scattered,,W,,,,,121,0.000542849,,,,,
2880,Pennsylvania,PA,19,,,,,,District Votes:,,65062,,,,222898,,,,,,
2881,Pennsylvania,PA,H,,,,,,House Votes:,,1191019,,,,4013388,,,,,,
2882,Rhode Island,RI,S,S6RI00221,,Sheldon,Whitehouse,Whitehouse; Sheldon,,DEM,69301,0.815305882,,,206110,0.534724258,,,,,
2883,Rhode Island,RI,S,S0RI00042,,Christopher F.,Young,Young; Christopher F.,,DEM,8941,0.105188235,,,,,,,,,
2884,Rhode Island,RI,S,S6RI00247,,Carl L.,Sheeler,Sheeler; Carl L.,,DEM,6758,0.079505882,,,,,,,,,
2885,Rhode Island,RI,S,,,,,,Party Votes:,DEM,85000,,,,,,,,,,
2886,Rhode Island,RI,S,S8RI00102,(I),Lincoln D.,Chafee,Chafee; Lincoln D.,,REP,34939,0.541731917,,,179001,0.464393658,,,,,
2887,Rhode Island,RI,S,S6RI00239,,Stephen P.,Laffey,Laffey; Stephen P.,,REP,29556,0.458268083,,,,,,,,,
2888,Rhode Island,RI,S,,,,,,Party Votes:,REP,64495,,,,,,,,,,
2889,Rhode Island,RI,S,,,Steven,Laffey,Laffey; Steven,,W,,,,,185,0.000479957,,,,,
2890,Rhode Island,RI,S,,,John,Chaffee,Chaffee; John,,W,,,,,68,0.000176417,,,,,
2891,Rhode Island,RI,S,,,Mickey,Mouse,Mouse; Mickey,,W,,,,,17,4.41E-05,,,,,
2892,Rhode Island,RI,S,,,George W.,Bush,Bush; George W.,,W,,,,,16,4.15E-05,,,,,
2893,Rhode Island,RI,S,,,Robert J.,Healey,Healey; Robert J.,,W,,,,,15,3.89E-05,,,,,
2894,Rhode Island,RI,S,,,Sheldon,Whitehouse,Whitehouse; Sheldon,,W,,,,,8,2.08E-05,,,,,
2895,Rhode Island,RI,S,,,Rod,Driver,Driver; Rod,,W,,,,,6,1.56E-05,,,,,
2896,Rhode Island,RI,S,,,Buddy,Cianci,Cianci; Buddy,,W,,,,,5,1.30E-05,,,,,
2897,Rhode Island,RI,S,,,Carl,Sheeler,Sheeler; Carl,,W,,,,,5,1.30E-05,,,,,
2898,Rhode Island,RI,S,,,Chris,Young,Young; Chris,,W,,,,,5,1.30E-05,,,,,
2899,Rhode Island,RI,S,,,G. W.,Bush,Bush; G. W.,,W,,,,,5,1.30E-05,,,,,
2900,Rhode Island,RI,S,,,Lincoln,Chaffee,Chaffee; Lincoln,,W,,,,,5,1.30E-05,,,,,
2901,Rhode Island,RI,S,,,,,,Senate Votes:,,149495,,,,385451,,,,,,
2902,Rhode Island,RI,1,H4RI01034,(I),Patrick J.,Kennedy,Kennedy; Patrick J.,,DEM,38087,1,,,124676,0.691933291,,,,,
2903,Rhode Island,RI,1,,,,,,Party Votes:,DEM,38087,,,,,,,,,,
2904,Rhode Island,RI,1,H6RI01096,,Jonathan P.,Scott,Scott; Jonathan P.,,REP,12407,0.692200402,,,41856,0.232294586,,,,,
2905,Rhode Island,RI,1,H6RI01088,,Edmund R.,Leather,Leather; Edmund R.,,REP,5517,0.307799598,,,,,,,,,
2906,Rhode Island,RI,1,,,,,,Party Votes:,REP,17924,,,,,,,,,,
2907,Rhode Island,RI,1,H6RI01104,,Kenneth A.,Capalbo,Capalbo; Kenneth A.,,IND,,,,,13638,0.075688875,,,,,
2908,Rhode Island,RI,1,,,Donald,Duck,Duck; Donald,,W,,,,,5,2.77E-05,,,,,
2909,Rhode Island,RI,1,,,Patrick,Kennedy,Kennedy; Patrick,,W,,,,,5,2.77E-05,,,,,
2910,Rhode Island,RI,1,,,Rod,Driver,Driver; Rod,,W,,,,,5,2.77E-05,,,,,
2911,Rhode Island,RI,1,,,,,,District Votes:,,56011,,,,180185,,,,,,
2912,Rhode Island,RI,2,H0RI02139,(I),James R.,Langevin,Langevin; James R.,,DEM,24988,0.617811403,,,140352,0.726470908,,,,,
2913,Rhode Island,RI,2,H6RI02268,,Jennifer L.,Lawless,Lawless; Jennifer L.,,DEM,15458,0.382188597,,,,,,,,,
2914,Rhode Island,RI,2,,,,,,Party Votes:,DEM,40446,,,,,,,,,,
2915,Rhode Island,RI,2,H0RI02097,,Rod,Driver,Driver; Rod,,IND,,,,,52743,0.273001134,,,,,
2916,Rhode Island,RI,2,,,Steve,Laffey,Laffey; Steve,,W,,,,,44,0.000227747,,,,,
2917,Rhode Island,RI,2,,,Jennifer,Lawless,Lawless; Jennifer,,W,,,,,21,0.000108697,,,,,
2918,Rhode Island,RI,2,,,,No One,No One,,W,,,,,10,5.18E-05,,,,,
2919,Rhode Island,RI,2,,,Robert,Healey,Healey; Robert,,W,,,,,9,4.66E-05,,,,,
2920,Rhode Island,RI,2,,,Mickey,Mouse,Mouse; Mickey,,W,,,,,7,3.62E-05,,,,,
2921,Rhode Island,RI,2,,,John,Chaffee,Chaffee; John,,W,,,,,6,3.11E-05,,,,,
2922,Rhode Island,RI,2,,,Donald,Duck,Duck; Donald,,W,,,,,5,2.59E-05,,,,,
2923,Rhode Island,RI,2,,,,,,District Votes:,,40446,,,,193197,,,,,,
2924,Rhode Island,RI,H,,,,,,House Votes:,,96457,,,,373382,,,,,,
2925,South Carolina,SC,1,H0SC01071,(I),Henry,Brown,Brown; Henry,,REP,Unopposed,,,,115766,0.598660633,,,,,
2926,South Carolina,SC,1,H6SC01128,,Randy,Maatta,Maatta; Randy,,DEM,3393,0.316245689,1704,0.56071076,68343,0.353422107,,,73218,0.378632191,
2927,South Carolina,SC,1,H6SC01136,,Ben ,Frasier,Frasier; Ben ,,DEM,5100,0.47534719,1335,0.43928924,,,,,,,
2928,South Carolina,SC,1,H6SC01144,,Ralph,Ledford,Ledford; Ralph,,DEM,2236,0.208407121,,,,,,,,,
2929,South Carolina,SC,1,,,,,,Party Votes:,DEM,10729,,3039,,,,,,,,
2930,South Carolina,SC,1,H6SC01128,,Randy,Maatta,Maatta; Randy,,WF,,,,,4875,0.025210084,,,73218,0.378632191,
2931,South Carolina,SC,1,H2SC01051,,James E.,Dunn,Dunn; James E.,,GRE,*,,,,4287,0.02216936,,,,,20
2932,South Carolina,SC,1,,,,Scattered,Scattered,,W,,,,,104,0.000537815,,,,,
2933,South Carolina,SC,1,,,,,,District Votes:,,10729,,3039,,193375,,,,,,
2934,South Carolina,SC,2,H2SC02059,(I),Joe,Wilson,Wilson; Joe,,REP,Unopposed,,,,127811,0.626364848,,,,,
2935,South Carolina,SC,2,H4SC02048,,Michael Ray,Ellisor,Ellisor; Michael Ray,,DEM,11468,0.587439811,,,76090,0.372895144,,,,,
2936,South Carolina,SC,2,H6SC02092,,David F.; III,White,White; David F.; III,,DEM,8054,0.412560189,,,,,,,,,
2937,South Carolina,SC,2,,,,,,Party Votes:,DEM,19522,,,,,,,,,,
2938,South Carolina,SC,2,,,,Scattered,Scattered,,W,,,,,151,0.000740007,,,,,
2939,South Carolina,SC,2,,,,,,District Votes:,,19522,,,,204052,,,,,,
2940,South Carolina,SC,3,H2SC03057,(I),J. Gresham,Barrett,Barrett; J. Gresham,,REP,Unopposed,,,,111882,0.628592939,,,,,
2941,South Carolina,SC,3,H6SC03074,,Lee,Ballenger,Ballenger; Lee,,DEM,9738,0.672281671,,,59795,0.335949615,,,66039,0.371030631,
2942,South Carolina,SC,3,H6SC03082,,Philip M.,Cheney,Cheney; Philip M.,,DEM,4747,0.327718329,,,,,,,,,
2943,South Carolina,SC,3,,,,,,Party Votes:,DEM,14485,,,,,,,,,,
2944,South Carolina,SC,3,H6SC03074,,Lee,Ballenger,Ballenger; Lee,,WF,,,,,6244,0.035081017,,,66039,0.371030631,
2945,South Carolina,SC,3,,,,Scattered,Scattered,,W,,,,,67,0.00037643,,,,,
2946,South Carolina,SC,3,,,,,,District Votes:,,14485,,,,177988,,,,,,
2947,South Carolina,SC,4,H2SC04022,(I),Bob,Inglis,Inglis; Bob,,REP,Unopposed,,,,115553,0.642207291,,,,,
2948,South Carolina,SC,4,H6SC04155,,William Griff,Griffith,Griffith; William Griff,,DEM,Unopposed,,,,57490,0.319511368,,,,,
2949,South Carolina,SC,4,H6SC04148,,John,Cobin,Cobin; John,,LBT,*,,,,4467,0.024826183,,,,,20
2950,South Carolina,SC,4,H6SC04130,,C. Faye,Walters,Walters; C. Faye,,GRE,*,,,,2336,0.012982755,,,,,20
2951,South Carolina,SC,4,,,,Scattered,Scattered,,W,,,,,85,0.000472403,,,,,
2952,South Carolina,SC,4,,,,,,District Votes:,,,,,,179931,,,,,,
2953,South Carolina,SC,5,H2SC05052,(I),John,Spratt,Spratt; John,,DEM,Unopposed,,,,99669,0.569036391,,,,,
2954,South Carolina,SC,5,H6SC05111,,Ralph,Norman,Norman; Ralph,,REP,Unopposed,,,,75422,0.430603926,,,,,
2955,South Carolina,SC,5,,,,Scattered,Scattered,,W,,,,,63,0.000359683,,,,,
2956,South Carolina,SC,5,,,,,,District Votes:,,,,,,175154,,,,,,
2957,South Carolina,SC,6,H2SC02042,(I),"James E. ""Jim""",Clyburn,"Clyburn; James E. ""Jim""",,DEM,Unopposed,,,,100213,0.643603972,,,,,
2958,South Carolina,SC,6,H4SC06064,,Gary,McLeod,McLeod; Gary,,REP,Unopposed,,,,53181,0.341547532,,,,,
2959,South Carolina,SC,6,H6SC06101,,Antonio,Williams,Williams; Antonio,,GRE,*,,,,2224,0.014283329,,,,,20
2960,South Carolina,SC,6,,,,Scattered,Scattered,,W,,,,,88,0.000565168,,,,,
2961,South Carolina,SC,6,,,,,,District Votes:,,,,,,155706,,,,,,
2962,South Carolina,SC,H,,,,,,House Votes:,,44736,,3039,,1086206,,,,,,20
2963,South Dakota,SD,0,H2SD00092,(I),Stephanie,Herseth,Herseth; Stephanie,,DEM ,Unopposed,,,,230468,0.690930022,,,,,
2964,South Dakota,SD,0,H6SD00127,,Bruce W.,Whalen,Whalen; Bruce W.,,REP,Unopposed,,,,97864,0.293390734,,,,,
2965,South Dakota,SD,0,H6SD00135,,Larry,Rudebusch,Rudebusch; Larry,,LBT,Unopposed,,,,5230,0.015679244,,,,,
2966,South Dakota,SD,0,,,,,,District Votes:,,,,,,333562,,,,,,
2967,South Dakota,SD,H,,,,,,House Votes:,,,,,,333562,,,,,,
2968,Tennessee,TN,S,S6TN00216,,Bob,Corker,Corker; Bob,,REP,231541,0.481257158,,,929911,0.50712414,,,,,
2969,Tennessee,TN,S,S2TN00041,,Ed,Bryant,Bryant; Ed,,REP,161189,0.335030772,,,,,,,,,
2970,Tennessee,TN,S,S6TN00232,,Van,Hilleary,Hilleary; Van,,REP,83078,0.172677332,,,,,,,,,
2971,Tennessee,TN,S,S6TN00273,,Tate,Harrison,Harrison; Tate,,REP,5309,0.011034738,,,,,,,,,
2972,Tennessee,TN,S,,,,,,Party Votes:,REP,481117,,,,,,,,,,
2973,Tennessee,TN,S,S6TN00240,,Harold; Jr.,Ford,Ford; Harold; Jr.,,DEM,333789,0.790976692,,,879976,0.479892239,,,,,
2974,Tennessee,TN,S,S2TN00082,,Gary G.,Davis,Davis; Gary G.,,DEM,41802,0.099057811,,,,,,,,,
2975,Tennessee,TN,S,S6TN00067,,John Jay,Hooker,Hooker; John Jay,,DEM/W,27175,0.064396345,,,13,7.09E-06,,,,,
2976,Tennessee,TN,S,S6TN00265,,Charles E.,Smith,Smith; Charles E.,,DEM,14724,0.034891326,,,,,,,,,
2977,Tennessee,TN,S,S2TN00124,,Al,Strauss,Strauss; Al,,DEM,4410,0.010450336,,,,,,,,,
2978,Tennessee,TN,S,,,Jim,Maynard,Maynard; Jim,,W(DEM),96,0.00022749,,,,,,,,,
2979,Tennessee,TN,S,,,,,,Party Votes:,DEM,421996,,,,,,,,,,
2980,Tennessee,TN,S,S6TN00281,,Ed ,Choate,Choate; Ed ,,IND,,,,,10831,0.005906653,,,,,
2981,Tennessee,TN,S,S6TN00299,,David,Gatchell,Gatchell; David,,IND,,,,,3746,0.00204287,,,,,
